timeStamp,Power,currentCPUFrequency,userTime1Sec,percentCPU,interrupts,interruptsSoftware,numberOfProcesses,percentVirtualMemory,systemCalls,sharedMemoryUsedBytes,instructions,missRatio
Mon May 18 16:35:44 2020,106,1199.918562,4.495743767,17,9818.87017,11117.20432,381,2.4,11117.20432,304214016,9021552206,0.187491454
Mon May 18 16:35:52 2020,106.1,1199.964875,4.521351566,17.1,9711.827209,10603.51324,381,2.4,10603.51324,304214016,9255960917,0.144195659
Mon May 18 16:35:58 2020,105.8,1199.939344,4.435306527,16.8,9189.482725,10331.98969,381,2.4,10331.98969,304214016,9082810641,0.190332012
Mon May 18 16:36:06 2020,106,1199.866156,4.462956383,16.9,9429.748535,10747.95697,381,2.4,10747.95697,304214016,9135406874,0.187367862
Mon May 18 16:36:12 2020,106,1199.939281,4.461316278,16.9,9628.442957,10972.95822,381,2.4,10972.95822,304214016,9336897392,0.161883559
Mon May 18 16:36:20 2020,106,1199.938438,4.419067277,16.8,9857.37104,10400.66685,381,2.4,10400.66685,304214016,8981612127,0.181623461
Mon May 18 16:36:28 2020,106,1199.921719,4.446001801,16.8,9585.457878,10695.88181,381,2.4,10695.88181,304214016,9035559223,0.174281385
Mon May 18 16:36:34 2020,106.2,1200.057531,4.550781873,17,9656.968969,10968.87064,381,2.4,10968.87064,304214016,9107043410,0.177014756
Mon May 18 16:36:42 2020,106.2,1199.93725,4.472986185,17,9939.489687,10767.00112,381,2.4,10767.00112,304214016,9006647084,0.184378698
Mon May 18 16:36:48 2020,106.1,1199.926031,4.533188248,17,9586.289445,10770.18498,381,2.4,10770.18498,304214016,9004472680,0.180013021
Mon May 18 16:36:56 2020,106,1199.922031,4.423972587,16.8,9628.909935,10726.56442,381,2.4,10726.56442,304214016,9065567751,0.186268467
Mon May 18 16:37:02 2020,106.2,1199.987781,4.470017762,16.9,9185.250433,10660.04923,381,2.4,10660.04923,304214016,9184126868,0.189821881
Mon May 18 16:37:10 2020,106.2,1199.929156,4.435911588,16.9,9381.890126,10831.9607,381,2.4,10831.9607,304214016,9061825771,0.180385015
Mon May 18 16:37:16 2020,106.1,1199.99225,4.487355219,16.9,9371.155473,10644.06784,381,2.4,10644.06784,304214016,8996259122,0.188663408
Mon May 18 16:37:24 2020,106.1,1199.914219,4.462235102,16.9,9670.691002,10825.77038,382,2.4,10825.77038,304214016,9213786547,0.169344014
Mon May 18 16:37:30 2020,106,1199.928375,4.477176276,17,9769.706466,11188.16619,382,2.4,11188.16619,304214016,9070807955,0.174775937
Mon May 18 16:37:38 2020,105.9,1200.009719,4.437992735,16.9,9715.66877,10796.18451,381,2.4,10796.18451,304214016,9109119915,0.170671802
Mon May 18 16:37:44 2020,105.9,1199.951094,4.387841863,16.7,9589.73245,10537.97456,382,2.4,10537.97456,304214016,8968577707,0.188069541
Mon May 18 16:37:52 2020,106.1,1199.930625,4.405475279,16.7,9521.927872,10391.89708,382,2.4,10391.89708,304214016,9202080988,0.163357846
Mon May 18 16:37:58 2020,106.1,1199.93975,4.519490521,16.9,9261.021776,10777.28025,382,2.4,10777.28025,304214016,9037400377,0.171868587
Mon May 18 16:38:11 2020,106,1199.947469,4.51090027,16.9,9357.020305,11111.34338,381,2.4,11111.34338,304214016,9189081394,0.189893961
Mon May 18 16:38:19 2020,106.4,1199.922313,4.476997508,17,9482.494761,10655.6108,381,2.4,10655.6108,304214016,9002954572,0.183059209
Mon May 18 16:38:25 2020,106.6,1199.9315,4.423403443,16.7,9826.180849,10713.05351,381,2.4,10713.05351,304214016,9102760187,0.177400273
Mon May 18 16:38:33 2020,106.2,1200.066594,4.464483421,16.9,9646.152933,10665.09507,382,2.4,10665.09507,304214016,8955349172,0.18333179
Mon May 18 16:38:39 2020,106.1,1199.922063,4.517035065,17,9950.389211,10784.20237,381,2.4,10784.20237,304214016,9063280610,0.166520285
Mon May 18 16:38:47 2020,106.1,1199.926125,4.487139972,16.9,9495.211089,10876.11766,382,2.4,10876.11766,304214016,9042547853,0.182833729
Mon May 18 16:38:53 2020,106,1199.953062,4.454212595,16.8,9417.852545,10575.86044,382,2.4,10575.86044,304214016,8945356540,0.185638594
Mon May 18 16:39:01 2020,106,1199.948094,4.432012219,16.8,9506.086571,10630.4087,382,2.4,10630.4087,304214016,9258063193,0.163193727
Mon May 18 16:39:07 2020,105.9,1200.008062,4.414036637,16.9,9365.092567,10820.28387,382,2.4,10820.28387,304214016,9178636019,0.189748057
Mon May 18 16:39:15 2020,106.1,1199.922562,4.493460916,16.8,9322.726361,10902.84645,382,2.4,10902.84645,304214016,9058172460,0.16705928
Mon May 18 16:39:23 2020,106.1,1199.951469,4.524989861,17,9467.354035,10663.56423,382,2.4,10663.56423,304214016,8866893837,0.187192024
Mon May 18 16:39:29 2020,106,1199.930344,4.426157483,16.9,9685.397331,10686.00878,382,2.4,10686.00878,304214016,9033466786,0.186442199
Mon May 18 16:39:37 2020,105.9,1199.926438,4.47131505,16.9,9465.93025,10588.33991,382,2.4,10588.33991,304214016,9060119974,0.162449216
Mon May 18 16:39:43 2020,105.9,1199.928969,4.470888395,16.8,9977.623695,10890.1659,382,2.4,10890.1659,304214016,8972066694,0.183831432
Mon May 18 16:39:51 2020,106,1199.917031,4.47466872,16.8,9679.659019,11090.00897,382,2.4,11090.00897,304214016,9046257612,0.183695407
Mon May 18 16:39:57 2020,106,1199.922344,4.453485995,17,9596.967169,10575.99075,382,2.4,10575.99075,304214016,8969124623,0.179469121
Mon May 18 16:40:05 2020,105.9,1200.046063,4.545674736,17,9914.861997,11283.39073,384,2.4,11283.39073,304214016,9014333838,0.184392711
Mon May 18 16:40:11 2020,106,1199.954906,4.531901946,17,9503.227942,10604.95647,384,2.4,10604.95647,304214016,9071775171,0.168231768
Mon May 18 16:40:19 2020,106,1199.924688,4.491750606,17,9281.813798,10781.45864,384,2.4,10781.45864,304214016,9105698866,0.183871982
Mon May 18 16:40:25 2020,105.9,1200.167531,4.533958936,17.2,9500.953642,11030.5901,384,2.4,11030.5901,304214016,9047777155,0.183310345
Mon May 18 16:40:33 2020,106,1200.134625,4.469303448,16.9,9470.504304,10686.62908,384,2.4,10686.62908,304214016,8928746723,0.183401176
Mon May 18 16:40:40 2020,106,1199.96025,4.499197957,17,9495.732407,10540.157,384,2.4,10540.157,304214016,8950043983,0.187082314
Mon May 18 16:40:47 2020,106.1,1199.920969,4.513490784,17,9320.730581,11003.11129,384,2.4,11003.11129,304214016,9023324401,0.182993156
Mon May 18 16:40:55 2020,106,1200.188,4.431470702,17,9438.70913,10853.50916,384,2.4,10853.50916,304214016,9013176234,0.187227168
Mon May 18 16:41:01 2020,105.8,1200.006438,4.44568569,17,9249.130702,10530.66317,384,2.4,10530.66317,304214016,9116647983,0.164770964
Mon May 18 16:41:09 2020,105.8,1200.003156,4.428774256,16.8,9427.475053,10493.21615,384,2.4,10493.21615,304214016,9020023053,0.184233033
Mon May 18 16:41:15 2020,105.9,1199.928656,4.401206903,16.8,9606.26343,10781.22074,384,2.4,10781.22074,304214016,9147141604,0.188916724
Mon May 18 16:41:23 2020,105.9,1199.952375,4.442899851,16.9,9518.755859,10443.05854,384,2.4,10443.05854,304214016,9187467703,0.187718007
Mon May 18 16:41:29 2020,106,1200.091938,4.463158851,17,9658.459171,10605.46112,384,2.4,10605.46112,304214016,8988730804,0.182504423
Mon May 18 16:41:37 2020,106,1199.924312,4.416884873,16.7,9475.440969,10767.95528,384,2.4,10767.95528,304214016,9027856041,0.187757456
Mon May 18 16:41:43 2020,106,1199.974563,4.52529245,17,9444.088591,11216.16688,384,2.4,11216.16688,304214016,9141757110,0.187739658
Mon May 18 16:41:51 2020,106,1200.076469,4.543860849,16.9,9515.13754,10780.59564,384,2.4,10780.59564,304214016,9091440339,0.174551917
Mon May 18 16:41:57 2020,105.8,1199.937563,4.424986849,16.9,9551.890791,11191.08266,384,2.4,11191.08266,304214016,9056889082,0.186269024
Mon May 18 16:42:05 2020,106,1199.978812,4.443590981,16.9,9469.73028,10767.8116,384,2.4,10767.8116,304214016,8983739722,0.169723507
Mon May 18 16:42:11 2020,105.9,1199.9465,4.444744907,16.8,9452.710329,10993.99422,384,2.4,10993.99422,304214016,9085765398,0.173626427
Mon May 18 11:52:54 2020,67.3,1201.142406,0.001775,0,207.1424565,219.9224538,382,1.9,219.9224538,295763968,5884841,0.015194655
Mon May 18 11:53:02 2020,67.4,1201.021812,0.001777541,0.1,207.9723443,214.7270016,382,1.9,214.7270016,295763968,10711264,0.019464413
Mon May 18 11:53:08 2020,67.2,1200.90125,0.002190713,0.1,206.3651603,205.7079464,382,1.9,205.7079464,295763968,4697674,0.013209317
Mon May 18 11:53:16 2020,67.3,1201.005875,0.001793949,0.1,210.6096683,212.4036178,382,1.9,212.4036178,295763968,5127322,0.010339958
Mon May 18 11:53:23 2020,66.8,1200.875219,0.00436975,0.1,201.8824446,206.2521944,382,1.9,206.2521944,295763968,4631372,0.014221242
Mon May 18 11:53:30 2020,67.4,1201.011906,0,0.1,204.1975732,212.9514499,382,1.9,212.9514499,295763968,5752232,0.015603479
Mon May 18 11:53:37 2020,67.5,1202.406344,0.002185962,0.1,208.3222214,209.6337988,382,1.9,209.6337988,295763968,5279330,0.013258166
Mon May 18 11:53:44 2020,67.6,1205.746531,0.001798878,0.1,206.1514069,206.5111825,382,1.9,206.5111825,295763968,5472062,0.0132468
Mon May 18 11:53:51 2020,67,1208.928344,0,0.1,203.1394235,210.5820317,382,1.9,210.5820317,295763968,5063640,0.013475261
Mon May 18 11:53:58 2020,67.5,1203.536438,0,0.1,198.7359461,206.6279873,382,1.9,206.6279873,295763968,5422107,0.016052616
Mon May 18 11:54:05 2020,66.8,1203.041656,0,0.1,213.6795798,214.9838295,382,1.9,214.9838295,295763968,4876079,0.009839162
Mon May 18 11:54:12 2020,77.5,1410.963313,0.981111801,3.9,3200.832328,3029.946371,393,2.2,3029.946371,295825408,10485058814,0.21833646
Mon May 18 11:54:19 2020,172.6,2065.765438,23.53503928,64.8,50823.02807,22659.97662,389,3.8,22659.97662,295825408,8516760009,0.486048988
Mon May 18 11:54:26 2020,122.6,2197.987375,14.2591985,40.4,17737.34995,13146.79406,389,3.8,13146.79406,295825408,22107996945,0.606374394
Mon May 18 11:54:33 2020,132,1909.856719,15.77826316,50.4,33365.62726,13851.33894,388,3.8,13851.33894,295825408,21823329159,0.549099347
Mon May 18 11:54:40 2020,138.2,1849.314,16.94209947,55,27001.75214,14956.61567,388,3.8,14956.61567,295825408,24250110045,0.592014235
Mon May 18 11:54:47 2020,136.5,1846.490594,17.68318908,54.3,25807.60165,14873.58764,388,3.8,14873.58764,295825408,31377695525,0.634965355
Mon May 18 11:54:54 2020,132.6,2254.040094,17.16602928,55.8,25400.66184,14862.68702,388,3.8,14862.68702,295825408,27370907864,0.5924137
Mon May 18 11:55:02 2020,132.9,1852.14425,17.26154921,52.5,33022.74554,14942.70853,388,3.8,14942.70853,295825408,23374648165,0.603211117
Mon May 18 11:55:09 2020,130.3,1941.403125,17.0140427,55.2,25272.97255,15186.61514,388,3.8,15186.61514,295825408,31099188286,0.617787205
Mon May 18 11:55:17 2020,143.3,2149.890375,19.70794659,58.5,30983.20576,16559.27384,386,3.8,16559.27384,295825408,26052492372,0.597095146
Mon May 18 11:55:23 2020,138,1977.159656,15.97222389,53.5,22284.61812,13774.62248,386,3.8,13774.62248,295825408,26573398035,0.589282776
Mon May 18 11:55:31 2020,143,2240.080344,19.57757296,59,32076.11729,16308.76444,386,3.8,16308.76444,295825408,29584609184,0.601462752
Mon May 18 11:55:37 2020,143.5,2010.967781,19.92371688,58.7,33833.57682,16203.82115,386,3.8,16203.82115,295825408,25405844556,0.580221734
Mon May 18 11:55:45 2020,142.6,2130.035094,17.74768752,55.3,28239.29019,15232.47258,385,3.8,15232.47258,295825408,25935215914,0.61017246
Mon May 18 11:55:51 2020,141.3,2300.230438,18.21910996,56.3,33525.662,15615.72216,385,3.8,15615.72216,295825408,25894293590,0.601456414
Mon May 18 11:55:59 2020,141.4,2303.854125,19.48353233,61.7,26456.29372,15973.05698,383,3.8,15973.05698,295825408,21068517722,0.57280886
Mon May 18 11:56:06 2020,141.5,2004.084125,20.14219892,60.5,34412.58231,16287.86782,384,3.8,16287.86782,295825408,27302150883,0.590049735
Mon May 18 11:56:13 2020,146.3,2083.900344,18.5929349,59.1,33493.47005,15317.91659,384,3.8,15317.91659,295825408,22362528834,0.81044003
Mon May 18 11:56:20 2020,142.8,1973.562156,20.12582188,63.2,37358.89811,16165.08634,384,3.8,16165.08634,295825408,24447269914,0.883435872
Mon May 18 11:56:27 2020,141.4,2241.145281,18.7443261,61.6,27240.30381,15191.22736,384,3.8,15191.22736,295825408,23187486776,0.606713209
Mon May 18 11:56:34 2020,140.3,2177.924219,20.37235694,61.5,33218.07222,17079.19256,384,3.8,17079.19256,295825408,23997013695,0.873185308
Mon May 18 11:56:41 2020,140,2137.252969,19.77351642,62.2,32766.8998,15861.5764,384,3.8,15861.5764,295825408,26134350037,0.609434829
Mon May 18 11:56:48 2020,141.5,1915.795844,17.81977419,53.9,36151.14694,15562.85005,384,3.8,15562.85005,295825408,26117019412,0.604688708
Mon May 18 11:56:55 2020,134.2,1951.94575,16.83477816,53.6,26554.65973,13922.38487,384,3.8,13922.38487,295825408,25587159591,0.600815477
Mon May 18 11:57:02 2020,146.7,1919.922688,17.60325339,53.5,23915.48685,15479.38022,384,3.8,15479.38022,295825408,27604677673,0.59582645
Mon May 18 11:57:09 2020,136.9,1928.143,17.16474919,54.7,31957.10541,14969.83569,384,3.8,14969.83569,295825408,26418157000,0.615649773
Mon May 18 11:57:16 2020,138.4,1889.36925,16.9078443,53.3,24206.33538,14478.93435,384,3.8,14478.93435,295825408,25913188026,0.586728072
Mon May 18 11:57:23 2020,134.6,1937.239563,17.16752105,53.6,31915.81866,14424.42627,384,3.8,14424.42627,295825408,26621440229,0.597188862
Mon May 18 11:57:30 2020,131.5,2023.465688,17.08857538,52.8,21685.97039,14814.34027,384,3.8,14814.34027,295825408,26016217674,0.593479082
Mon May 18 11:57:37 2020,145.5,1896.952031,17.4599233,53.6,29424.18448,15227.19239,385,3.8,15227.19239,295825408,26198379374,0.584005432
Mon May 18 11:57:44 2020,138,1858.009156,17.21196692,54.6,26132.24448,14385.06614,385,3.8,14385.06614,295825408,26292382248,0.614223476
Mon May 18 11:57:51 2020,118.8,2182.418,11.5008398,41.6,23353.36411,10147.37633,385,3.8,10147.37633,295825408,20188446331,0.724878601
Mon May 18 11:57:59 2020,141.3,2145.549438,19.48708481,61.8,34326.41893,16326.32644,385,3.8,16326.32644,295825408,25763090681,0.590452151
Mon May 18 11:58:05 2020,142.4,2196.775219,19.11624049,60.9,40299.06608,15803.40083,385,3.8,15803.40083,295825408,23938304718,0.612981581
Mon May 18 11:58:13 2020,137.7,2200.363438,18.82365544,59.9,34087.29805,15287.18791,385,3.8,15287.18791,295825408,20385820094,0.788162031
Mon May 18 11:58:20 2020,145,2322.234594,19.31465519,61.5,31545.17242,16111.96818,385,3.8,16111.96818,295825408,31906071103,0.647687895
Mon May 18 11:58:28 2020,144.1,2005.750063,18.4902572,57.6,32837.10738,15532.78694,385,3.8,15532.78694,295825408,23508948469,0.849367371
Mon May 18 11:58:35 2020,139.5,1964.974375,16.88500228,56.9,22350.50032,14217.16119,385,3.8,14217.16119,295825408,29371441916,0.605791959
Mon May 18 11:58:43 2020,134.6,1920.913781,19.27798386,57.4,21888.40955,16034.83104,385,3.8,16034.83104,295825408,25176593726,0.869586236
Mon May 18 11:58:49 2020,145.5,1951.888563,18.13734121,58.6,26185.96406,15277.97066,385,3.8,15277.97066,295825408,26255160237,0.579804516
Mon May 18 11:58:57 2020,134.4,1775.533031,17.17355043,54.4,24371.86029,14511.4701,385,3.8,14511.4701,295825408,33342514420,0.636834304
Mon May 18 11:59:03 2020,143.2,1957.2685,18.82927218,59.1,26038.84118,15581.93654,385,3.8,15581.93654,295825408,25330579052,0.578784245
Mon May 18 11:59:11 2020,140.7,2224.344156,19.52335769,59.9,23361.54991,15505.31197,385,3.8,15505.31197,295825408,21342904564,0.659452153
Mon May 18 11:59:18 2020,141.7,1790.64775,18.03372194,58,29845.77696,14822.12919,385,3.8,14822.12919,295825408,25778229081,0.891919265
Mon May 18 11:59:25 2020,149,2307.611875,19.07723696,62.6,33848.54081,14925.52319,385,3.8,14925.52319,295825408,23676068590,0.576877085
Mon May 18 11:59:32 2020,142.8,2295.473156,19.15228365,59.6,31890.39216,15152.07601,385,3.8,15152.07601,295825408,32118116232,0.633649332
Mon May 18 11:59:39 2020,143.7,2172.899906,18.92911879,58.5,23434.6556,14638.90228,384,3.8,14638.90228,295825408,21868465411,0.817517608
Mon May 18 11:59:46 2020,143.1,2282.890625,19.55822024,63,29793.60856,15523.09208,384,3.8,15523.09208,295825408,29320273659,0.623556255
Mon May 18 11:59:53 2020,142.8,2199.400188,20.53701514,62.3,30182.59648,16089.36131,384,3.8,16089.36131,295825408,23484764981,0.588215724
Mon May 18 12:00:00 2020,138.7,2298.919375,19.26202306,61.2,30670.58268,15274.00407,384,3.8,15274.00407,295825408,21963450155,0.567520906
Mon May 18 12:00:06 2020,145.5,2087.866438,18.46438791,58,32394.75255,14741.66535,386,3.8,14741.66535,295825408,26547703931,0.585967675
Mon May 18 12:00:14 2020,145.4,1958.279125,17.50570977,56.8,30150.04149,15094.8073,386,3.8,15094.8073,295825408,30246095786,0.595132639
Mon May 18 12:00:20 2020,138.3,2000.282594,17.2698868,52.9,26907.94591,14091.4084,386,3.8,14091.4084,295825408,25986140324,0.584052157
Mon May 18 12:00:28 2020,145,1797.009969,19.08690036,59,27203.95231,15834.79862,386,3.8,15834.79862,295825408,26027616171,0.591577654
Mon May 18 12:00:34 2020,110.2,2101.919219,9.991769058,38.2,14818.51869,8250.917161,387,3.8,8250.917161,295825408,23430480255,0.863434226
Mon May 18 12:00:42 2020,145.6,2308.232813,19.30345689,63.1,33748.04681,15320.10682,386,3.8,15320.10682,295825408,23395858460,0.601124829
Mon May 18 12:00:48 2020,145.6,2092.501656,18.89719633,59.7,34489.94464,15128.43837,387,3.8,15128.43837,295825408,21197746243,0.835486962
Mon May 18 12:00:56 2020,148.1,2189.261469,20.21266773,61.5,26000.90609,16017.62303,387,3.8,16017.62303,295825408,22571291563,0.833101363
Mon May 18 12:01:03 2020,143.1,2290.207438,19.68911667,64.4,39754.92717,15379.43173,388,3.8,15379.43173,295825408,26909025671,0.600788837
Mon May 18 12:01:10 2020,143.2,2151.989906,19.76352965,61.1,39244.67167,15715.31291,388,3.8,15715.31291,295825408,25691372437,0.695297812
Mon May 18 12:01:17 2020,144.7,2225.144531,19.96687344,62.6,33877.01202,16179.41943,387,3.8,16179.41943,295825408,22902690855,0.569271077
Mon May 18 12:01:24 2020,142.4,2010.643562,19.22306984,58.8,25677.72433,15321.05478,387,3.8,15321.05478,295825408,29335098699,0.631687788
Mon May 18 12:01:31 2020,143.3,2291.064406,19.43552127,61.9,33075.20124,16216.86665,387,3.8,16216.86665,295825408,25707532446,0.580770894
Mon May 18 12:01:38 2020,145.2,1928.481594,18.6044774,57.9,37176.62417,14909.2668,388,3.8,14909.2668,295825408,25247978861,0.587730701
Mon May 18 12:01:45 2020,144.1,2110.147875,19.91612899,62.8,27528.38449,15452.60012,388,3.8,15452.60012,295825408,21537389488,0.862632409
Mon May 18 12:01:52 2020,151.2,2105.357469,20.68126346,62.8,29488.96628,15770.11377,388,3.8,15770.11377,295825408,22924415058,0.827385388
Mon May 18 12:01:59 2020,146.9,1991.068344,19.58324515,61.6,40073.219,15367.04403,388,3.8,15367.04403,295825408,22632271133,0.853422025
Mon May 18 12:02:05 2020,147.5,2154.159219,19.25567629,63.1,36378.05917,15636.78239,389,3.8,15636.78239,295825408,22297055408,0.817857322
Mon May 18 12:02:13 2020,146.1,2015.546156,18.82634479,62,27514.54092,14872.81238,389,3.8,14872.81238,295825408,21999805846,0.847250375
Mon May 18 12:02:19 2020,139.4,2120.978813,19.53862363,62.3,41467.03802,15318.28092,389,3.8,15318.28092,295825408,23411305812,0.790689176
Mon May 18 12:02:27 2020,142.9,2281.654781,20.30789717,63.7,33411.78777,15383.00766,389,3.8,15383.00766,295825408,22699849782,0.556287754
Mon May 18 12:02:33 2020,145,2273.811531,20.20225955,61.9,30062.48922,16137.01555,389,3.8,16137.01555,295825408,24878145726,0.569330914
Mon May 18 12:02:41 2020,144.9,1954.722031,19.30661175,60.8,22330.4696,15396.76678,389,3.8,15396.76678,295825408,21940151451,0.79658036
Mon May 18 12:02:47 2020,145.5,2262.359656,19.47214838,63.8,36209.37791,15948.6481,389,3.8,15948.6481,295825408,24171247320,0.627074283
Mon May 18 12:02:55 2020,145.4,2192.435625,19.96266988,62.7,36304.81118,16113.2149,388,3.8,16113.2149,295825408,25520709788,0.739346107
Mon May 18 12:03:01 2020,140.3,2175.035875,18.71074643,59.6,36237.29061,15734.00685,388,3.8,15734.00685,295825408,25519065566,0.769346468
Mon May 18 12:03:09 2020,149.6,2058.097688,18.81443905,58.8,40448.17207,15260.12192,389,3.8,15260.12192,295825408,27645582796,0.585542056
Mon May 18 12:03:15 2020,147.2,2289.537031,19.67431701,62.4,23059.6662,15416.18419,389,3.8,15416.18419,295825408,23220025283,0.570318571
Mon May 18 12:03:23 2020,145.3,2179.084469,19.51837897,61.3,29058.02262,15164.47253,389,3.8,15164.47253,295825408,21767303193,0.569950494
Mon May 18 12:03:29 2020,150.9,2296.597125,19.88833605,62.5,36453.55222,16548.49416,389,3.8,16548.49416,295825408,24439999396,0.571734399
Mon May 18 12:03:37 2020,146.5,2280.338,19.52575535,61.4,22018.70693,16043.85094,389,3.8,16043.85094,295825408,22307757178,0.572095862
Mon May 18 12:03:43 2020,144.7,2161.708531,20.21087684,63,39169.29807,15499.02829,389,3.8,15499.02829,295825408,22491300654,0.760994641
Mon May 18 12:03:51 2020,146.3,2240.457719,20.0345889,62.6,30366.96366,15935.3169,389,3.8,15935.3169,295825408,22129749246,0.796537048
Mon May 18 12:03:57 2020,141.5,2043.199625,19.43161327,62.9,29315.37175,15451.13247,389,3.8,15451.13247,295825408,22079772170,0.798745212
Mon May 18 12:04:05 2020,95.6,1375.503938,6.484088816,28.5,13711.34019,8268.108833,393,2.3,8268.108833,295825408,30756398749,0.354911249
Mon May 18 12:04:11 2020,176.9,2011.390844,22.27923764,62.8,46734.26593,20297.96043,393,3.8,20297.96043,295825408,8466688541,0.429911491
Mon May 18 12:04:19 2020,127.9,1880.790156,15.30868293,41.3,26540.07612,13588.27343,393,3.8,13588.27343,295825408,23993754274,0.568904997
Mon May 18 12:04:25 2020,147.9,2198.365719,17.66403512,55.2,30634.19042,14024.84193,393,3.8,14024.84193,295825408,30770441368,0.603852028
Mon May 18 12:04:33 2020,138.9,2059.600188,17.42513169,55.8,34652.91636,14643.40129,393,3.8,14643.40129,295825408,22307073638,0.807983032
Mon May 18 12:04:40 2020,138.5,1821.349406,16.83676951,55.2,36581.589,13870.97847,393,3.8,13870.97847,295825408,26903076708,0.623280639
Mon May 18 12:04:47 2020,149.2,1908.411031,19.05291281,58,28311.53332,15202.16387,393,3.8,15202.16387,295825408,25466522112,0.613277363
Mon May 18 12:04:54 2020,145.8,1912.0745,17.40106689,53.7,20025.35365,13945.16463,393,3.8,13945.16463,295825408,21996128645,0.51796916
Mon May 18 12:05:01 2020,144.4,1889.669,17.5083151,56.7,36310.69961,14248.60477,393,3.8,14248.60477,295825408,32081162073,0.591039054
Mon May 18 12:05:07 2020,141.1,2145.508063,19.05893841,60.9,22455.96406,15198.83106,393,3.8,15198.83106,295825408,23590330427,0.791111754
Mon May 18 12:05:15 2020,143.5,1946.514281,17.68524186,58.3,33821.13868,15060.30211,393,3.8,15060.30211,295825408,22623273410,0.81740908
Mon May 18 12:05:22 2020,142.1,1911.743906,17.393803,57.5,32663.78636,14076.4282,393,3.8,14076.4282,295825408,24760328894,0.59180753
Mon May 18 12:05:29 2020,141.5,1974.366656,18.22174947,56.8,33578.80037,14941.40422,393,3.8,14941.40422,295825408,30599710719,0.620587429
Mon May 18 12:05:37 2020,134.7,2252.576344,19.03055065,57.4,22344.24818,15076.78816,390,3.8,15076.78816,295825408,28653423541,0.591687024
Mon May 18 12:05:43 2020,144.1,2049.255375,18.34920586,59.4,37791.31388,13983.72241,390,3.8,13983.72241,295825408,22424745248,0.81867072
Mon May 18 12:05:51 2020,148.2,1924.548563,17.75453242,56.6,30630.94718,14081.91427,390,3.8,14081.91427,295825408,33136629829,0.636892991
Mon May 18 12:05:57 2020,144.8,2057.663375,19.43026193,60.9,22445.19675,14816.67074,390,3.8,14816.67074,295825408,25671530962,0.715689599
Mon May 18 12:06:05 2020,145.3,2205.315531,19.95745009,60.3,39927.4138,15914.47543,390,3.8,15914.47543,295825408,28824194661,0.615971917
Mon May 18 12:06:11 2020,144.8,1849.840688,19.79603844,60.8,27700.49758,14275.69571,388,3.8,14275.69571,295825408,24087810744,0.605381791
Mon May 18 12:06:19 2020,144.9,2128.56625,19.63623652,63,34708.76808,15202.94879,388,3.8,15202.94879,295825408,24344631704,0.555988841
Mon May 18 12:06:25 2020,144.9,2398.596125,19.97212347,61.1,26231.3244,15328.80714,389,3.8,15328.80714,295825408,22515180196,0.53261108
Mon May 18 12:06:33 2020,145.1,2046.77875,20.46090773,63.8,37238.60007,16018.08091,389,3.8,16018.08091,295825408,22222117544,0.512869723
Mon May 18 12:06:39 2020,142.6,1986.577563,19.09660019,60.7,30704.15796,14721.63167,388,3.8,14721.63167,295825408,23137121364,0.562437987
Mon May 18 12:06:47 2020,144.1,2182.780719,18.75675272,59.5,39275.13879,15947.55006,388,3.8,15947.55006,295825408,26219580543,0.58481631
Mon May 18 12:06:53 2020,145.5,2013.718125,18.0154061,56.5,30219.25002,15106.56859,388,3.8,15106.56859,295825408,21990571940,0.80306013
Mon May 18 12:07:01 2020,112.5,2468.342469,11.17201859,42.2,17037.32835,9125.06365,388,3.8,9125.06365,295825408,22589676279,0.510573391
Mon May 18 12:07:07 2020,147.1,2296.096406,19.91194811,64.7,32321.27626,15672.11996,389,3.8,15672.11996,295825408,20930840364,0.569562977
Mon May 18 12:07:15 2020,147.1,2169.802219,19.69732657,60.7,36066.96191,15805.00384,388,3.8,15805.00384,295825408,24967141688,0.615505895
Mon May 18 12:07:21 2020,148.3,1857.79675,19.13852113,59.6,29282.33175,15206.07437,389,3.8,15206.07437,295825408,26824211992,0.590822865
Mon May 18 12:07:29 2020,145.4,1969.466125,19.0701278,58.5,36141.28028,14782.48617,389,3.8,14782.48617,295825408,27185518146,0.551862053
Mon May 18 12:07:35 2020,144.3,2396.839344,20.15547954,59.8,35866.66823,15857.4697,389,3.8,15857.4697,295825408,31036712794,0.599143152
Mon May 18 12:07:43 2020,151.5,2200.062781,19.22343365,61,31978.38581,15104.20344,389,3.8,15104.20344,295825408,24342020840,0.80310904
Mon May 18 12:07:49 2020,144.2,2347.055188,20.15072508,62.2,36777.51848,16004.07927,389,3.8,16004.07927,295825408,33538977531,0.631356114
Mon May 18 12:07:57 2020,145.2,2177.598281,19.85920403,59.3,28536.51603,15668.44145,389,3.8,15668.44145,295825408,33984724604,0.60567151
Mon May 18 12:08:03 2020,147.8,2310.390313,19.79634548,62.4,29406.90516,15362.82081,389,3.8,15362.82081,295825408,23766844639,0.488534235
Mon May 18 12:08:11 2020,146.8,1921.926125,18.91956967,58.2,44826.73119,14735.37541,389,3.8,14735.37541,295825408,21503796491,0.56027871
Mon May 18 12:08:18 2020,145,2138.391125,19.47023094,62.3,29629.71726,15119.38908,388,3.8,15119.38908,295825408,20932184867,0.531379559
