timestamp,Power,currentCPUFrequency,userTime1Sec,idleTime1Sec,percentCPU,contextSwitches,interrupts,interruptsSoftware,numberOfProcesses
Sun Dec 15 17:26:24 2019,152.6,2161.731406,18.48426356,11.80103444,62.7,19235.74363,29713.54469,44955.06257,465
Sun Dec 15 17:26:29 2019,138.3,1971.465219,17.93389051,13.16457203,58.5,17763.55771,26746.94889,29143.35522,459
Sun Dec 15 17:26:34 2019,138,1828.034781,16.64771455,15.08142363,52.7,5802.128903,35358.6258,20795.64446,460
Sun Dec 15 17:26:38 2019,121.6,1996.278875,13.7887341,17.2681798,44.9,8720.041218,20952.88602,21353.66752,459
Sun Dec 15 17:26:42 2019,138.2,1980.289219,17.1967936,13.90498205,55.7,5442.202047,33611.78196,27007.70678,458
Sun Dec 15 17:26:47 2019,137.7,1861.8045,17.59343347,13.82793242,56.7,6607.030412,28872.89815,29628.91924,458
Sun Dec 15 17:26:51 2019,137.8,1998.670063,17.52764991,13.92867806,56.4,6907.154556,28473.9751,28395.6202,458
Sun Dec 15 17:26:56 2019,137.6,2041.616469,18.4889271,12.82186051,59.9,10055.27494,32705.53198,30340.82854,458
Sun Dec 15 17:27:01 2019,138.3,1986.321438,18.5748696,13.04488682,59.1,10421.22809,32262.21319,25626.0381,458
Sun Dec 15 17:27:06 2019,139,1674.738875,17.387861,14.01706674,56.1,6706.521236,24133.78369,30002.03903,458
Sun Dec 15 17:27:11 2019,139.8,1989.882156,18.54804582,12.78946089,59.9,7934.985537,31399.35963,30386.22449,458
Sun Dec 15 17:27:16 2019,138.1,1930.433656,17.22536033,14.04613711,55.9,7790.467264,28881.5986,29134.13542,458
Sun Dec 15 17:27:20 2019,137,1999.963906,18.30165776,13.09521462,58.9,8463.20841,30084.18665,29699.36259,457
Sun Dec 15 17:27:25 2019,137.5,1548.086969,17.6154572,13.50615762,57.7,8404.588783,31039.08801,32465.17076,456
Sun Dec 15 17:27:29 2019,137.2,1974.829844,17.70994254,13.65430484,57.3,5423.745978,31283.67019,29633.42001,456
Sun Dec 15 17:27:33 2019,137.3,1845.470344,17.7839603,13.68671113,57.1,7069.763275,22659.27295,27152.37044,457
Sun Dec 15 17:27:38 2019,137.4,1977.277031,17.96693121,13.24074924,58.4,7099.649413,24555.98069,31424.8029,458
Sun Dec 15 17:27:43 2019,138.5,1931.899688,18.57381742,12.82235498,59.9,7036.83011,34178.52555,31511.67148,459
Sun Dec 15 17:27:48 2019,137,1817.868875,17.02113828,14.25836063,55.3,6878.55272,35360.81269,28521.22473,457
Sun Dec 15 17:27:53 2019,137.8,2070.904063,18.08392956,13.16849904,58.4,5999.526662,30075.93567,30585.48826,458
Sun Dec 15 17:27:58 2019,138.7,1865.044781,17.91683464,13.31574608,57.7,10205.8018,24381.07038,24236.77241,458
Sun Dec 15 17:28:02 2019,138.1,1785.565,17.27886269,14.13415349,55.7,10231.25783,34380.04443,26726.3772,460
Sun Dec 15 17:28:07 2019,139.2,2055.367125,18.97468541,12.64573325,60.4,11089.78471,35229.62534,25557.03907,459
Sun Dec 15 17:28:11 2019,138.5,2037.562969,17.65583225,13.69769311,57.2,7170.901786,32553.38193,29129.3238,461
Sun Dec 15 17:28:15 2019,137.4,1899.671938,18.53469754,12.92365501,59.5,7355.212585,28372.40088,29819.10048,461
Sun Dec 15 17:28:20 2019,136.6,1965.573281,18.29808612,12.98251756,59.4,7906.590091,26104.82575,30907.63284,460
Sun Dec 15 17:28:25 2019,136.5,2084.678906,17.63807945,13.72198721,57.1,5635.06093,30541.79919,30789.49203,462
Sun Dec 15 17:28:30 2019,138.8,1628.900625,17.13752951,14.22874951,55.4,7534.053377,21946.60803,28321.26007,462
Sun Dec 15 17:28:35 2019,133.8,1669.519688,17.80173441,13.55194714,57.6,6481.170271,29265.19788,30571.45447,462
Sun Dec 15 17:28:40 2019,139.1,1803.072938,17.08298698,14.11509697,55.3,7455.942691,28218.83921,27482.93561,463
Sun Dec 15 17:28:44 2019,138.3,1893.775813,18.41238633,12.96876662,59.5,7325.271615,28299.03196,31020.11145,463
Sun Dec 15 17:28:49 2019,137.9,2012.116531,17.92175353,13.48514552,57.8,6595.984505,30265.84827,31016.0782,463
Sun Dec 15 17:28:53 2019,137.3,1939.514063,17.33568337,13.91624842,56.5,7103.1764,35086.80984,30024.34248,464
Sun Dec 15 17:28:57 2019,137.7,1671.78275,17.86154225,13.46979873,57.8,6661.379046,23750.71451,32051.20715,464
Sun Dec 15 17:29:02 2019,138.3,1939.626,17.6923631,13.61327419,57.4,7518.520316,25034.52741,31503.71972,464
Sun Dec 15 17:29:07 2019,137.6,2002.202938,18.51572642,13.02327585,59.2,11828.83918,34486.71532,27013.26216,463
Sun Dec 15 17:29:12 2019,138,2046.206656,18.76491396,12.77290461,60,9308.462221,29539.96011,27621.969,463
Sun Dec 15 17:29:17 2019,138.7,1734.812344,17.75451317,13.67267835,57.2,6922.870158,27309.7263,30115.32701,462
Sun Dec 15 17:29:22 2019,138.9,2021.745531,17.98956922,13.25578117,58.5,8031.190534,33275.71085,31396.68282,462
Sun Dec 15 17:29:26 2019,138.2,2012.588906,18.09586597,13.20002493,58.6,6058.329406,30300.41134,32064.22876,464
Sun Dec 15 17:29:31 2019,137.5,1486.856031,18.33879165,13.06054867,59.1,10437.00153,32013.79692,27538.36278,463
Sun Dec 15 17:29:35 2019,136.7,1697.541625,16.53727316,15.04771613,52.9,10059.78596,37196.47208,24289.35001,463
Sun Dec 15 17:29:39 2019,135.5,1991.696719,17.34313409,14.0692372,56,6907.800735,28170.11801,27682.31954,464
Sun Dec 15 17:29:44 2019,136,2001.662063,18.43795277,12.94004777,59.5,5723.068489,25548.41994,31873.36022,463
Sun Dec 15 17:29:49 2019,136.7,1926.468469,18.20793937,13.08230654,59,8218.633105,31156.52524,30151.36867,464
Sun Dec 15 17:29:54 2019,140.9,2041.53625,17.352114,13.98467227,56.2,5849.951104,33812.63907,30096.11893,465
Sun Dec 15 17:29:59 2019,134.5,1917.275844,18.49220591,12.81494599,59.9,8587.540803,32094.13758,31327.7075,465
Sun Dec 15 17:30:03 2019,135.9,1944.560656,17.94543614,13.43656927,58,6074.438886,31468.87349,31080.27876,465
Sun Dec 15 17:30:07 2019,136.9,1647.457656,17.30992557,14.04757673,56,7983.746686,32125.12812,28683.59355,465
Sun Dec 15 17:30:12 2019,137.4,1890.054906,18.12758235,13.26711217,58.5,9785.92513,23229.73741,30477.11953,464
Sun Dec 15 17:30:16 2019,138.5,1998.830406,19.14284281,12.5249025,60.8,11126.07736,22821.42421,25589.36922,464
Sun Dec 15 17:30:21 2019,139.3,1700.866313,18.00110767,13.43965244,57.9,7465.908016,21812.76146,30018.68239,463
Sun Dec 15 17:30:26 2019,139.3,1685.377188,18.23669646,13.10927746,58.6,8384.181707,32750.6792,28355.66472,463
Sun Dec 15 17:30:31 2019,139.2,1950.224406,18.19509868,13.10501297,59,6833.244289,27117.04006,31864.1323,463
Sun Dec 15 17:30:36 2019,138.5,2005.891875,18.4759866,12.95883812,59.4,7602.818562,29598.18987,30413.81942,464
Sun Dec 15 17:30:41 2019,138.1,1873.5445,17.60997374,13.5745995,57.5,7942.3057,30151.94036,31935.06278,464
Sun Dec 15 17:30:45 2019,133.6,1678.39975,16.99347869,14.33490008,55.1,6043.397157,27943.80369,29211.98464,464
Sun Dec 15 17:30:50 2019,139.8,1789.818906,17.86511311,13.41743209,58,8832.131363,26982.07616,30399.27334,464
Sun Dec 15 17:30:56 2019,139.2,1962.465063,18.11862918,13.22059172,58.6,5397.429851,29993.48363,31703.58948,463
Sun Dec 15 17:31:00 2019,138.8,1992.153281,18.47020176,12.86778491,59.8,7827.314083,23437.38587,31891.16751,463
Sun Dec 15 17:31:05 2019,137.7,2006.300594,18.34648622,12.98939056,59.4,6828.143157,27559.28098,32492.66483,463
Sun Dec 15 17:31:10 2019,137.2,1994.536438,18.14352294,13.18674693,58.4,7015.051802,29072.11776,28304.13071,464
Sun Dec 15 17:31:15 2019,136.2,1560.824281,16.27134642,15.10727842,52.4,9059.24594,26998.10499,23077.6973,470
Sun Dec 15 17:31:20 2019,136.3,1834.651719,18.6164111,13.01191215,59.3,11703.2822,26499.51178,25405.03908,469
Sun Dec 15 17:31:25 2019,136.6,1975.034094,18.72079707,12.79238157,59.9,8985.982595,30184.0314,28137.95495,470
Sun Dec 15 17:31:29 2019,136.8,2093.683,17.96827066,13.39342235,58.2,6297.659742,30130.20909,31583.00951,470
Sun Dec 15 17:31:33 2019,136.9,1600.750406,17.33678202,13.92103913,56.4,7624.921728,31620.08953,30218.49068,470
Sun Dec 15 17:31:38 2019,136.1,2051.037094,18.17470109,13.23057868,58.6,6771.086402,21309.63011,30815.92869,470
Sun Dec 15 17:31:42 2019,135.8,1968.068625,17.83041966,13.6065286,57.2,7490.529111,33790.64156,28251.62315,470
Sun Dec 15 17:31:47 2019,135.8,1992.726156,17.87513056,13.58940649,57.4,10668.69238,27703.12404,25620.36786,469
Sun Dec 15 17:31:52 2019,137,1746.688469,16.9842443,14.29417494,54.9,8359.772303,26853.90124,26822.18426,470
Sun Dec 15 17:31:57 2019,136,1654.847781,17.86882672,13.44811775,57.9,6210.528335,31655.05627,31974.56898,470
Sun Dec 15 17:32:02 2019,136.2,1952.98425,17.96991806,13.26355756,58.4,8605.552761,30845.45538,31898.90487,470
Sun Dec 15 17:32:07 2019,136,2016.210094,17.84969927,13.47838455,57.8,5655.720847,31618.25716,32068.78428,470
Sun Dec 15 17:32:11 2019,136.5,1996.415094,18.34242868,12.93828911,59.5,8206.015538,25681.59102,31031.93262,470
Sun Dec 15 17:32:15 2019,136.9,1726.38875,18.09508183,13.28465781,58.4,6724.125591,32771.74392,29801.98873,470
Sun Dec 15 17:32:20 2019,137.3,2011.006969,17.65836839,13.7093992,56.9,6931.390434,33830.39543,28406.52763,470
Sun Dec 15 17:32:24 2019,137.2,2053.744844,17.34557666,13.84773865,56.6,9270.12267,24969.01359,31168.73064,470
Sun Dec 15 17:32:29 2019,142.6,1988.296031,19.24000417,12.37444713,61.2,11568.08187,33748.70573,26116.13265,469
Sun Dec 15 17:32:34 2019,137,1940.214969,18.23029107,13.18807845,58.7,7184.418682,34616.40511,29616.48833,468
Sun Dec 15 17:32:39 2019,137.2,1844.885656,17.8631037,13.5304592,57.5,7757.841783,29682.23684,29005.81177,468
Sun Dec 15 17:32:44 2019,130.3,1760.270844,17.1202837,14.11092002,55.8,7426.490859,27396.36981,30606.03141,468
Sun Dec 15 17:32:49 2019,139.5,2076.551906,18.34677021,12.96275377,59.2,9255.613718,31191.66296,29653.79208,469
Sun Dec 15 17:32:53 2019,134.1,2018.036438,17.78859612,13.57999148,57.2,6045.153046,28973.40717,27778.73791,470
Sun Dec 15 17:32:58 2019,135.4,1914.508063,18.02615436,13.24271164,58.6,7977.27317,32670.79203,31458.01281,470
Sun Dec 15 17:33:02 2019,136.5,1854.270313,17.57089015,13.80361342,56.8,7211.609248,33445.04558,30693.8141,466
Sun Dec 15 17:33:06 2019,136.3,1882.236156,17.03928799,14.17140954,55.5,6975.177027,29931.83798,28540.50306,467
Sun Dec 15 17:33:11 2019,135.5,2026.007156,18.16419469,13.16992215,58.8,6561.859381,31987.22907,31597.63274,466
Sun Dec 15 17:33:16 2019,136,1900.569063,18.63381759,12.57523313,60,7510.687186,22779.88605,30042.9445,466
Sun Dec 15 17:33:21 2019,136.6,1379.017813,17.58274972,13.7479015,57,7241.579386,22139.15233,30558.39618,466
Sun Dec 15 17:33:26 2019,136.5,1928.330688,18.02325638,13.28348844,58.4,7282.327479,31627.62378,31031.09041,465
Sun Dec 15 17:33:30 2019,136.3,2068.500938,18.36955813,13.05922747,59.1,11637.70403,38017.29484,28349.1832,464
Sun Dec 15 17:33:34 2019,136.6,2002.767719,19.18429731,12.52091892,60.8,8836.706085,29048.38582,24990.95563,464
Sun Dec 15 17:33:39 2019,136.7,1584.127906,17.82755113,13.58185276,57.5,6684.297027,22287.72543,30007.64177,464
Sun Dec 15 17:33:43 2019,136.5,1664.561,18.41874827,12.85368634,59.1,8299.635009,34543.79516,29261.12483,464
Sun Dec 15 17:33:47 2019,136.8,1848.5545,17.59340609,13.6058595,57.1,6968.955806,30024.91121,29599.86504,464
Sun Dec 15 17:33:52 2019,136.5,1996.234719,18.54062384,12.86488271,59.7,6999.232336,23285.80969,30845.56796,465
Sun Dec 15 17:33:57 2019,136.5,1787.447688,18.15964393,13.3549252,58.2,7786.620366,23846.59829,27824.29453,466
Sun Dec 15 17:34:02 2019,136,1720.76925,17.32841533,13.87955597,56.5,7190.764178,30032.6595,31612.13146,466
Sun Dec 15 17:34:07 2019,136,1382.133938,17.72933374,13.64397219,57.3,7081.945854,37376.06644,30967.90182,468
Sun Dec 15 17:34:11 2019,136.3,2050.131938,18.44693403,12.83531682,59.9,8574.217379,28056.12304,32351.32895,468
Sun Dec 15 17:34:15 2019,136.9,1953.669094,18.34693529,12.96896554,59.5,5793.551208,28799.28365,32919.06655,468
Sun Dec 15 17:34:20 2019,136.9,1609.233938,18.31301232,13.08976345,59,7894.504977,30575.7208,28375.18991,468
Sun Dec 15 17:34:24 2019,136.7,1738.6695,17.73214913,13.51067608,57.8,7337.415644,27076.29754,32171.50022,468
Sun Dec 15 17:34:28 2019,136.4,1883.221438,17.36904074,14.03839206,56.1,4866.204336,29441.42489,28463.16858,467
Sun Dec 15 17:34:33 2019,135.8,1885.260344,17.33930456,13.92704219,56.4,8826.072112,33800.97446,30451.74987,468
Sun Dec 15 17:34:38 2019,136.5,1966.25825,19.13135316,12.52515261,60.8,11997.67471,30296.69359,25960.95841,468
Sun Dec 15 17:34:43 2019,136.6,1875.326938,18.28905517,13.19310028,58.7,6991.618789,30667.74237,28410.87844,469
Sun Dec 15 17:34:48 2019,137.3,1939.229469,17.76204846,13.7194352,57.1,7368.714911,26463.74902,28362.30898,468
Sun Dec 15 17:34:52 2019,138.1,1969.146063,18.01281198,13.07389367,59,8727.937652,31412.64017,33523.54701,468
Sun Dec 15 17:34:56 2019,138.1,2055.739438,18.1033784,13.37366692,58.1,4871.870583,21810.22587,29729.26723,467
Sun Dec 15 17:35:01 2019,137.9,2015.404875,17.5399854,13.96576294,56.2,7872.297999,32970.74129,26682.00888,468
Sun Dec 15 17:35:05 2019,137.5,1846.431656,17.08743044,14.15189752,55.7,8259.411535,21327.64466,30239.39685,468
Sun Dec 15 17:35:09 2019,137.4,1916.098094,18.14367757,13.22372958,58.6,5992.063328,27444.59459,31420.47735,469
Sun Dec 15 17:35:14 2019,142.4,2019.113875,18.44759051,12.9080264,59.6,7461.865319,28490.8653,30971.82244,468
Sun Dec 15 17:35:19 2019,141.4,1660.443469,17.62340495,13.68055474,57,6570.111864,23081.72702,29668.28374,469
Sun Dec 15 17:35:24 2019,133.7,1548.047031,17.48604795,13.8581235,56.6,7376.584037,32765.40205,29599.08891,468
Sun Dec 15 17:35:29 2019,135.1,1895.029531,16.54176954,15.09008055,52.7,8906.121814,32381.33132,23164.58352,482
Sun Dec 15 17:35:33 2019,136.7,2027.385188,17.65598268,13.88768526,56.6,7078.216028,29104.74212,25875.15543,482
Sun Dec 15 17:35:37 2019,137.1,2008.014906,17.98170079,13.36270466,58.2,5840.82652,23624.08335,31214.62554,481
Sun Dec 15 17:35:42 2019,137.7,1943.575531,18.24612279,13.11189024,58.9,7511.462558,23405.91695,31165.44888,482
Sun Dec 15 17:35:46 2019,137.5,1313.228531,17.52530689,13.93211993,56.4,10783.94284,26832.53753,28093.56114,482
Sun Dec 15 17:35:50 2019,138.5,2018.152625,19.32492321,12.3025857,61.5,11822.407,29309.54866,26378.6674,482
Sun Dec 15 17:35:55 2019,138.5,1967.676063,18.52417725,12.92170496,59.6,6486.496221,29312.75361,30070.71213,482
Sun Dec 15 17:36:00 2019,138.2,1955.555781,18.55187694,12.75160139,59.9,7988.054134,26939.27505,30332.52434,482
Sun Dec 15 17:36:05 2019,138.8,1502.829656,17.50754221,13.78026981,56.9,7527.435444,23381.34528,31289.58503,482
Sun Dec 15 17:36:10 2019,138.7,2002.527375,18.96067691,12.44728795,60.8,8597.79089,31419.12395,30415.97983,483
Sun Dec 15 17:36:14 2019,135.6,1684.856406,17.45090654,13.9548823,56.1,11094.2775,26033.20785,22798.16814,468
Sun Dec 15 17:36:18 2019,135.9,1759.537813,17.86726942,13.32131793,57.8,7885.898809,31352.21238,29406.97369,468
Sun Dec 15 17:36:23 2019,136.8,1816.587188,17.78480147,13.55890284,57.6,5904.330134,27752.42076,31709.33218,468
Sun Dec 15 17:36:27 2019,138.2,2043.967656,18.58474965,12.72984751,60.1,7763.770645,31296.58208,32314.19085,468
Sun Dec 15 17:36:31 2019,138.4,1814.404219,18.04981193,13.30421859,58.3,7617.785188,24812.46506,30473.81913,470
Sun Dec 15 17:36:36 2019,138.4,1636.450781,18.07123131,13.34737895,58.1,6711.668229,22608.1264,28915.53623,470
Sun Dec 15 17:36:41 2019,138.2,1985.276094,18.12545343,13.17858867,58.8,6765.282915,33637.11429,30397.08427,470
Sun Dec 15 17:36:46 2019,138.4,1837.29525,17.7711341,13.61513964,57.4,6467.338151,28542.26586,30650.99748,471
Sun Dec 15 17:36:51 2019,137.9,1955.179125,18.00999181,13.30101112,58.4,9670.437896,28423.37612,30241.20706,470
Sun Dec 15 17:36:55 2019,138.4,1925.094406,19.26221928,12.40180284,61.2,10324.20883,28364.98681,24857.87573,470
Sun Dec 15 17:36:59 2019,138.5,1577.514875,17.82679579,13.65974576,57.2,7769.649758,25496.65054,27901.71019,470
Sun Dec 15 17:37:04 2019,137.8,1426.838563,17.37094677,14.0087495,56.1,5784.147909,23608.9061,28929.99107,470
Sun Dec 15 17:37:08 2019,139,1995.433813,18.52844722,12.64920479,59,13216.76271,23424.95316,23498.32101,472
Sun Dec 15 17:37:12 2019,138.9,1917.375906,17.53258607,13.7451775,57,5195.273041,21149.36653,29613.10502,473
Sun Dec 15 17:37:17 2019,139,1922.83925,17.92947635,13.42850822,57.9,6535.899087,24756.10783,30460.72763,473
Sun Dec 15 17:37:22 2019,139.8,1996.88775,18.08776019,13.2794975,58.4,7464.35797,25367.10968,29447.28081,473
Sun Dec 15 17:37:27 2019,139,2018.264688,18.43719332,12.89781143,59.7,6888.688382,26715.13283,32220.24849,473
Sun Dec 15 17:37:32 2019,138.5,1875.098563,18.01762999,13.32869987,58.2,7942.988875,26687.74564,30913.65614,473
Sun Dec 15 17:37:36 2019,131.1,1920.476063,16.79498264,14.64508851,54.2,6942.964989,26971.55395,26702.75632,472
Sun Dec 15 17:37:40 2019,146.9,1806.493438,16.61653784,14.71966167,54,5782.428547,28758.00633,30342.22666,472
Sun Dec 15 17:37:45 2019,139.3,2082.9245,18.23271015,13.08840296,59,7953.103785,30254.27193,30420.55503,472
Sun Dec 15 17:37:49 2019,138,1950.396688,18.50309927,12.81096163,59.9,7981.165793,33312.88254,31999.16249,472
Sun Dec 15 17:37:54 2019,137.9,1968.328938,18.58884133,12.83622422,59.7,8137.633762,30966.4612,29556.98193,471
Sun Dec 15 17:37:59 2019,138.3,1726.501063,17.3408492,13.99093467,56.2,9678.139977,30940.21,29999.25797,471
Sun Dec 15 17:38:04 2019,138.8,1980.829906,18.87012992,12.78501228,60,9871.869899,30377.22835,25759.1566,471
Sun Dec 15 17:38:09 2019,139.2,1959.316719,18.14190624,13.21831779,58.6,6924.934168,29880.01518,31376.86438,471
Sun Dec 15 17:38:14 2019,138.9,1618.654688,18.1739,13.13549415,58.9,7923.984888,29426.01337,32241.0978,471
Sun Dec 15 17:38:18 2019,138.3,1844.961719,18.1031936,13.22774691,58.4,7953.823852,24230.74922,29879.5934,471
Sun Dec 15 17:38:22 2019,137.7,1658.18425,17.04290088,14.50837805,54.5,5096.557772,28688.55852,25502.02299,471
Sun Dec 15 17:38:27 2019,137.6,1893.219125,18.43470515,12.6127069,59.1,13992.26735,33506.42744,25917.14118,471
Sun Dec 15 17:38:31 2019,137.2,2063.357969,17.72296754,13.44014024,57.8,6650.921575,27222.85798,31663.70432,470
Sun Dec 15 17:38:36 2019,137.6,1928.058281,18.10097033,13.22379163,58.6,6505.384965,36073.5011,31680.32022,470
Sun Dec 15 17:38:41 2019,138,1643.981063,17.10682593,14.15028397,55.6,7858.527705,35099.63546,29221.01189,470
Sun Dec 15 17:38:46 2019,137.3,1911.608,17.99699619,13.37831538,58.1,6264.685457,25210.08732,30983.73202,470
Sun Dec 15 17:38:51 2019,137.3,1950.612875,18.56845746,12.74367308,60.1,7277.84887,25440.56782,32194.85156,469
Sun Dec 15 17:38:56 2019,136.6,2042.089188,18.14734635,13.19807008,58.6,6538.563453,31125.25289,30801.56357,468
Sun Dec 15 17:39:00 2019,136.9,1618.338281,17.8372906,13.57640355,57.5,7104.724812,22783.57177,29180.98933,467
Sun Dec 15 17:39:04 2019,136.9,1999.407125,17.78080117,13.64420235,57.3,9770.31042,29669.56634,28442.70811,466
Sun Dec 15 17:39:09 2019,142.6,1975.430563,19.34535004,12.28743791,61.5,10718.58018,30918.47564,26487.74287,465
Sun Dec 15 17:39:13 2019,141.6,2016.526188,18.15610944,13.23675065,58.6,8838.5372,25495.47144,30076.7308,466
Sun Dec 15 17:39:18 2019,140.1,1911.259563,18.081749,13.32493942,58.1,9499.133399,28725.84451,28154.63585,466
Sun Dec 15 17:39:23 2019,140,1713.054719,17.20000854,14.02664024,56.1,7377.640811,29778.76279,31244.46349,466
Sun Dec 15 17:39:28 2019,140,2003.925219,17.69844628,13.70454911,57.1,5994.957117,28680.48881,30284.11684,465
Sun Dec 15 17:39:33 2019,138.9,1950.3445,18.22478104,13.06272437,59.1,8309.991193,29468.94241,30831.3965,465
Sun Dec 15 17:39:38 2019,137.6,1683.895313,16.84995183,14.55917288,54.2,5449.704382,22923.64873,27053.9036,467
Sun Dec 15 17:39:42 2019,137.4,2053.280156,17.98489347,13.48136709,57.7,10860.55816,28134.38133,27461.28671,467
Sun Dec 15 17:39:46 2019,136.8,2041.123656,17.37811521,13.60206356,55.3,9555.528775,32707.27809,21004.9264,467
Sun Dec 15 17:39:51 2019,136.8,2036.153094,18.00960823,13.19248588,58.7,6975.870462,26523.12967,31866.87172,467
Sun Dec 15 17:39:55 2019,136.3,1625.940813,17.43257138,13.86963902,56.6,6354.869523,29094.84726,31054.21668,467
Sun Dec 15 17:40:00 2019,136.7,1691.089,17.97713845,13.34887254,58.1,6724.088164,28484.81923,29128.32355,468
Sun Dec 15 17:40:05 2019,136.9,1948.20975,17.7187336,13.63837579,57.3,6847.564486,24266.09334,30735.56424,468
Sun Dec 15 17:40:10 2019,136.3,1998.505875,18.13086289,13.22666124,58.5,7521.73364,34421.03501,30336.15806,467
Sun Dec 15 17:40:15 2019,135.9,2029.091469,17.33326571,13.85760522,55.9,9798.425399,29906.93258,26593.2085,467
Sun Dec 15 17:40:20 2019,135.8,1928.739281,18.63671272,12.99480032,59.3,11109.00774,35247.66175,24811.10263,466
Sun Dec 15 17:40:24 2019,136.4,1492.311313,17.90390419,13.5703511,57.4,7560.345944,28152.5138,28249.65356,466
Sun Dec 15 17:40:28 2019,136.5,1978.823156,17.91660299,13.50741046,57.8,6452.94574,22344.0455,30871.16106,451
Sun Dec 15 17:40:33 2019,137.3,1965.068563,17.80958426,13.5537875,57.5,7723.005089,23268.10619,28393.32229,452
Sun Dec 15 17:40:37 2019,135,2179.315281,18.11417334,13.18633909,58.8,8477.14096,23653.36095,32046.99167,453
Sun Dec 15 17:40:42 2019,134.7,1656.462,17.7850339,13.66528147,57.1,7922.887007,29884.457,28931.66635,453
Sun Dec 15 17:40:47 2019,135.5,1976.059625,18.05214586,13.15197005,58.8,7278.21957,27054.72613,33701.58066,453
Sun Dec 15 17:40:52 2019,136,2044.708625,18.44384962,13.0058307,59.3,6569.471377,31047.79936,30250.30156,453
Sun Dec 15 17:40:57 2019,135.8,1819.587281,17.67349889,13.39654739,57.2,7202.308027,24061.32659,30402.37207,455
Sun Dec 15 17:41:01 2019,136.1,1895.265813,18.04141344,13.29367306,58.4,5583.586161,24133.61651,32131.733,455
Sun Dec 15 17:41:05 2019,136.6,1966.718875,18.41119786,12.96964441,59.3,7264.169525,37329.30017,28708.02913,456
Sun Dec 15 17:41:09 2019,136.3,1323.682719,16.89698681,14.39201642,55,6951.597107,35054.97911,29979.06682,455
Sun Dec 15 17:41:14 2019,136.5,1907.955,17.8834521,13.31997002,58.1,5875.851206,35096.85745,31627.87502,455
Sun Dec 15 17:41:18 2019,136.6,1950.897438,18.26638741,13.01577472,59.3,7537.56245,29153.19326,30978.12805,456
Sun Dec 15 17:41:23 2019,137,2024.797594,18.73867382,12.72741691,59.8,11724.69227,34187.40828,26217.69561,456
Sun Dec 15 17:41:28 2019,137.6,1903.104594,18.37502876,13.186555,58.6,9666.420296,28932.30021,26868.07082,456
Sun Dec 15 17:41:33 2019,138.4,2014.739875,17.60466179,13.76930453,56.9,5819.405772,23528.8106,30662.69257,456
Sun Dec 15 17:41:38 2019,138.1,2075.830938,18.26300141,12.90821847,59.2,8499.486587,27760.15616,31612.13246,457
Sun Dec 15 17:41:43 2019,136.5,1951.554344,18.03801805,13.33176719,58.3,6336.211116,28832.05106,31654.82273,459
Sun Dec 15 17:41:47 2019,136.4,1953.609125,18.04022173,13.2945891,58.4,7856.712574,31257.38081,28674.91905,458
Sun Dec 15 17:41:51 2019,135.6,1565.310406,17.0122912,14.26452628,55.4,7337.189453,24690.94338,30898.60431,458
Sun Dec 15 17:41:56 2019,135.8,1970.948594,18.13514659,13.13277052,58.6,6233.465969,22239.35204,31589.06033,458
Sun Dec 15 17:42:00 2019,136.3,2047.163969,18.17577988,13.01887408,58.7,9611.128398,25694.19792,29249.97943,458
Sun Dec 15 17:42:05 2019,136,1955.383469,17.17935877,14.37388628,54.7,9310.527237,22386.6133,24697.55519,476
Sun Dec 15 17:42:10 2019,135.6,1839.390125,17.55643139,13.68371796,56.7,7065.254634,30793.16225,28955.87495,475
Sun Dec 15 17:42:15 2019,135.8,1978.9755,18.70807031,12.72916211,60.2,7036.082535,22142.90804,30242.8212,475
Sun Dec 15 17:42:20 2019,135.7,1703.185438,17.26315386,14.00942719,56.1,7415.246979,25094.41583,30732.64253,475
Sun Dec 15 17:42:25 2019,136.2,1968.609406,17.76088353,13.65544121,57.3,6973.378644,26819.28653,29348.52876,475
Sun Dec 15 17:42:29 2019,136.2,1994.608719,18.56280456,12.7339281,60.2,10244.8469,23847.99342,31890.33337,476
Sun Dec 15 17:42:33 2019,137,1939.497781,18.87104663,12.69263433,60.1,10910.65271,27496.00313,25689.68748,476
Sun Dec 15 17:42:38 2019,137.2,1623.901844,17.90295648,13.58239255,57.5,8196.170642,21883.23037,29005.71045,476
Sun Dec 15 17:42:42 2019,136.6,1809.305313,17.54535857,13.87952755,56.6,6862.114367,24850.48838,29793.76171,477
Sun Dec 15 17:42:47 2019,136.4,2064.783719,18.14400787,12.93523949,58.8,8437.259163,28733.72555,30464.99093,476
Sun Dec 15 17:42:52 2019,136.6,2031.839094,18.14091894,13.19998019,58.7,6822.763007,24330.99122,31698.54949,476
Sun Dec 15 17:42:57 2019,136.8,2001.397719,18.18216351,13.14026484,58.9,7634.511493,22537.38494,30630.26866,477
Sun Dec 15 17:43:02 2019,136,1875.747438,16.98818422,14.37506912,55,6777.265703,30720.64234,29391.37907,478
Sun Dec 15 17:43:07 2019,136.5,1881.663438,17.86544095,13.54931328,57,6959.633538,21773.44499,25930.04232,478
Sun Dec 15 17:43:11 2019,135.5,1944.869156,17.01308296,14.15525503,55.7,7215.893808,29269.85418,31369.40834,477
Sun Dec 15 17:43:15 2019,136.2,1893.439313,18.35822767,12.97808138,59.4,5669.603026,26782.17346,32356.34583,476
